women,2016,1,Womens Continental Qualifier,274875,UEFA Women's EURO 2017 Prel. Comp.,2 Matches,Sunday 24/01/2016,,300318888,20160124,mne,Montenegro,/world-match-centre/teams/country=mne/women/index.html,esp,Spain,/world-match-centre/teams/country=esp/women/index.html,0-7,"Pod Malim Brdom Stadium - Petrovac , Montenegro"
women,2016,1,Womens Continental Qualifier,274875,UEFA Women's EURO 2017 Prel. Comp.,2 Matches,Tuesday 26/01/2016,,300318903,20160126,gre,Greece,/world-match-centre/teams/country=gre/women/index.html,alb,Albania,/world-match-centre/teams/country=alb/women/index.html,3-2,"Trikala Municipal Stadium - Trikala , Greece"
women,2016,1,Olympic Football Tournament Women Qualifier,276303,Women's Olympic Football Tournament 2016 Prel. Comp. OFC,1 Match,Saturday 23/01/2016,,300339466,20160123,png,Papua New Guinea,/world-match-centre/teams/country=png/women/index.html,nzl,New Zealand,/world-match-centre/teams/country=nzl/women/index.html,1-7,"PNGFA Academy - Lae , Papua New Guinea"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Tuesday 12/01/2016,"",300343398,20160112,mli,Mali,/world-match-centre/teams/country=mli/women/index.html,bfa,Burkina Faso,/world-match-centre/teams/country=bfa/women/index.html,5-2,"Stade Mamadou Konat辿 - Bamako , Mali"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Tuesday 19/01/2016,"",300342488,20160119,por,Portugal,/world-match-centre/teams/country=por/women/index.html,pol,Poland,/world-match-centre/teams/country=pol/women/index.html,1-0,"Municipal Stadium - Marinha Grande , Portugal"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Tuesday 19/01/2016,"",300337870,20160119,mlt,Malta,/world-match-centre/teams/country=mlt/women/index.html,lva,Latvia,/world-match-centre/teams/country=lva/women/index.html,3-0,"Centenary Stadium - Ta'Qali , Malta"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Thursday 21/01/2016,"",300344158,20160121,chn,China PR,/world-match-centre/teams/country=chn/women/index.html,mex,Mexico,/world-match-centre/teams/country=mex/women/index.html,0-0,"SHENZHEN - Shenzhen , China PR"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Thursday 21/01/2016,"",300344162,20160121,kor,Korea Republic,/world-match-centre/teams/country=kor/women/index.html,vie,Vietnam,/world-match-centre/teams/country=vie/women/index.html,5-0,"SHENZHEN - Shenzhen , China PR"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Thursday 21/01/2016,"",300344652,20160121,isr,Israel,/world-match-centre/teams/country=isr/women/index.html,ukr,Ukraine,/world-match-centre/teams/country=ukr/women/index.html,0-0,"National Team Complex - Shefayim , Israel"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Thursday 21/01/2016,"",300342487,20160121,por,Portugal,/world-match-centre/teams/country=por/women/index.html,pol,Poland,/world-match-centre/teams/country=pol/women/index.html,0-1,"Municipal Stadium - Marinha Grande , Portugal"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Thursday 21/01/2016,"",300337868,20160121,mlt,Malta,/world-match-centre/teams/country=mlt/women/index.html,lva,Latvia,/world-match-centre/teams/country=lva/women/index.html,1-1,"Victor Tedesco Stadium - Hamrun , Malta"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Friday 22/01/2016,"",300340838,20160122,den,Denmark,/world-match-centre/teams/country=den/women/index.html,ned,Netherlands,/world-match-centre/teams/country=ned/women/index.html,0-2,"Arcadia Football Center - Belek , Turkey"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Friday 22/01/2016,"",300341102,20160122,nor,Norway,/world-match-centre/teams/country=nor/women/index.html,rou,Romania,/world-match-centre/teams/country=rou/women/index.html,6-0,"Pinatar Arena Football Center - San Pedro Del Pinatar , Spain"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Saturday 23/01/2016,"",300341231,20160123,usa,USA,/world-match-centre/teams/country=usa/women/index.html,irl,Republic of Ireland,/world-match-centre/teams/country=irl/women/index.html,5-0,"Qualcomm Stadium - San Diego , USA"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Saturday 23/01/2016,"",300344165,20160123,mex,Mexico,/world-match-centre/teams/country=mex/women/index.html,kor,Korea Republic,/world-match-centre/teams/country=kor/women/index.html,2-0,"SHENZHEN - Shenzhen , China PR"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Saturday 23/01/2016,"",300344159,20160123,chn,China PR,/world-match-centre/teams/country=chn/women/index.html,vie,Vietnam,/world-match-centre/teams/country=vie/women/index.html,8-0,"SHENZHEN - Shenzhen , China PR"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Saturday 23/01/2016,"",300344651,20160123,isr,Israel,/world-match-centre/teams/country=isr/women/index.html,ukr,Ukraine,/world-match-centre/teams/country=ukr/women/index.html,1-3,"National Team Complex - Shefayim , Israel"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Sunday 24/01/2016,"",300345126,20160124,bhr,Bahrain,/world-match-centre/teams/country=bhr/women/index.html,mdv,Maldives,/world-match-centre/teams/country=mdv/women/index.html,4-0,"Hamad Town Stadium - Hamad Town , Bahrain"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Monday 25/01/2016,"",300340839,20160125,den,Denmark,/world-match-centre/teams/country=den/women/index.html,ned,Netherlands,/world-match-centre/teams/country=ned/women/index.html,1-2,"Arcadia Football Center - Belek , Turkey"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Tuesday 26/01/2016,"",300344155,20160126,chn,China PR,/world-match-centre/teams/country=chn/women/index.html,kor,Korea Republic,/world-match-centre/teams/country=kor/women/index.html,2-0,"SHENZHEN - Shenzhen , China PR"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Tuesday 26/01/2016,"",300344156,20160126,mex,Mexico,/world-match-centre/teams/country=mex/women/index.html,vie,Vietnam,/world-match-centre/teams/country=vie/women/index.html,1-0,"SHENZHEN - Shenzhen , China PR"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Tuesday 26/01/2016,"",300341213,20160126,swe,Sweden,/world-match-centre/teams/country=swe/women/index.html,sco,Scotland,/world-match-centre/teams/country=sco/women/index.html,6-0,"Prioritet Serneke Arena - Gothenburg , Sweden"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Tuesday 26/01/2016,"",300341103,20160126,nor,Norway,/world-match-centre/teams/country=nor/women/index.html,fra,France,/world-match-centre/teams/country=fra/women/index.html,0-1,"LA MANGA - La Manga , Spain"
women,2016,1,Friendly Women,2000010102,Friendly Women,21 Matches,Friday 29/01/2016,"",300345122,20160129,sin,Singapore,/world-match-centre/teams/country=sin/women/index.html,sri,Sri Lanka,/world-match-centre/teams/country=sri/women/index.html,0-1,"Jalan Besar Stadium - Singapore , Singapore"
