    team     | p | w | d | l | gf | ga | gd  | pts 
-------------+---+---+---+---+----+----+-----+-----
 Man City    | 9 | 6 | 2 | 1 | 20 |  9 |  11 |  20
 Arsenal     | 9 | 6 | 2 | 1 | 19 |  9 |  10 |  20
 Liverpool   | 9 | 6 | 2 | 1 | 20 | 11 |   9 |  20
 Chelsea     | 9 | 6 | 1 | 2 | 19 |  9 |  10 |  19
 Tottenham   | 9 | 5 | 4 | 0 | 13 |  4 |   9 |  19
 Everton     | 9 | 4 | 3 | 2 | 13 |  8 |   5 |  15
 Man Utd     | 9 | 4 | 2 | 3 | 13 | 12 |   1 |  14
 Southampton | 9 | 3 | 4 | 2 | 11 |  8 |   3 |  13
 Watford     | 9 | 3 | 3 | 3 | 13 | 13 |   0 |  12
 Bournemouth | 9 | 3 | 3 | 3 | 12 | 12 |   0 |  12
 C Palace    | 9 | 3 | 2 | 4 | 12 | 12 |   0 |  11
 Leicester   | 9 | 3 | 2 | 4 | 11 | 15 |  -4 |  11
 West Brom   | 9 | 2 | 4 | 3 | 10 | 10 |   0 |  10
 Burnley     | 9 | 3 | 1 | 5 |  8 | 13 |  -5 |  10
 West Ham    | 9 | 3 | 1 | 5 | 10 | 17 |  -7 |  10
 Stoke       | 9 | 2 | 3 | 4 |  9 | 16 |  -7 |   9
 Boro        | 9 | 1 | 4 | 4 |  7 | 11 |  -4 |   7
 Hull        | 9 | 2 | 1 | 6 |  8 | 22 | -14 |   7
 Swansea     | 9 | 1 | 2 | 6 |  8 | 15 |  -7 |   5
 Sunderland  | 9 | 0 | 2 | 7 |  6 | 16 | -10 |   2
(20 rows)

